Time,X1,Y1,Z1,Rx1,Ry1,Rz1,j10,j11,j12,j13,j14,j15
10.0,1701.12647557,651.691935587,1261.22939291,-95.0579911946,-0.102422044133,-179.643434879,-84.6749116109,48.4895880354,-65.7224053417,-5.24862327155,70.8740923581,-87.9388712992
10.1,1716.03557485,665.009110601,1282.1834376,-94.7066340698,10.6128725408,-179.723864943,-86.3207995926,46.8394785784,-62.4647399677,-2.74198875734,67.1187271917,-78.0806542777
10.2,1820.91350905,698.964271431,1419.4013198,-94.0737219276,63.4066005301,178.412899895,-96.1520812833,36.0492121813,-44.5562442271,11.2611652083,46.9534677319,-34.5381531241
10.3,1874.25725823,695.032476692,1488.05387881,-172.101595081,89.9389555033,97.8610994299,-100.72320949,31.0319245648,-36.212707639,17.689217033,37.607130615,-14.199558862
10.4,1873.81150081,699.990323514,1493.45971911,-171.537026951,85.8745260077,95.6073858725,-100.270883206,31.5097644889,-35.8852626669,11.3847299978,40.5614169513,-9.83451428254
10.5,1879.13614305,715.241744986,1513.06462038,-163.408218284,70.1044325428,80.2949098651,-97.8610116851,34.0555657482,-34.1407248412,-22.2038636359,56.3010517027,13.4212570046
10.6,1883.43577771,711.840823449,1508.80455175,-148.420123245,71.4837434108,59.7668805185,-95.2633657101,36.7997329529,-32.260254476,-58.4096423715,73.2671009336,38.4890916013
10.7,1870.78633274,700.760721761,1489.49026907,-136.743088651,88.4537590831,44.8145236111,-93.2425793608,38.9345025406,-30.7973806446,-86.5751984687,86.4654971026,57.9901084617
10.8,1890.94528299,693.135843972,1488.44897231,-143.583365878,89.7317913363,36.4188797271,-94.9133335905,38.4282932217,-31.1438250378,-87.2682794047,85.9064748187,58.590059485
10.9,2030.04432863,626.554724383,1489.57052947,-149.805781925,89.1421338897,30.2446363595,-107.516211389,33.9161534558,-34.2327337173,-79.2815459414,75.9842227422,53.8999060526
11.0,2107.9016553,566.490359263,1487.7298908,-179.99994693,90.0,0.0,-115.883483887,30.9369812012,-36.3118896484,-73.9687194824,69.4045410156,50.7568664551
11.1,2108.4614128,566.036208969,1429.47670611,-179.999970637,90.0,0.0,-115.946899414,35.2555541992,-42.9887084961,-71.6451721191,71.3338317871,43.969329834
11.2,2109.66921849,565.056529867,1303.81414257,-179.999977249,90.0,0.0,-116.083831787,46.7729797363,-56.0102844238,-67.9077453613,75.770690918,31.1981201172
11.3,2110.02150869,564.770568335,1267.12740088,-179.999998427,90.0,0.0,-116.123809814,50.5839538574,-59.3347167969,-67.1284179688,77.0224609375,28.029296875
